ZIP code,average income
11208,40213.28593645857
11209,74627.30195849166
11210,61197.28128267689
11211,82047.45443117537
11212,39632.59000537345
11213,49651.68930686173
11214,51150.96359743041
11215,107133.58778625954
11216,65817.74081774082
11217,102531.34040501446
11218,65583.38377723971
11219,44299.33061699651
11220,37017.22832260508
11221,53503.67197062424
11222,89192.82029234737
11223,55444.328669246795
11224,50012.23091976516
11225,59241.72637325145
11226,51581.9099378882
11228,60916.66666666667
11229,63066.07521186441
11230,61947.777474775015
11231,99623.89380530972
11232,52851.94174757282
11233,50900.47393364929
11234,69030.64861012118
11235,60106.056890632666
11236,53505.434782608696
11237,49178.7542662116
11238,91554.80984340044
11239,46691.17647058824
11354,45820.251177394035
11355,36375.873795579064
11356,47101.851851851854
11357,74928.46924177397
11358,59587.37864077671
11360,88817.0731707317
11361,69375.86926286509
11362,80604.3956043956
11363,89290.83094555873
11364,71153.84615384616
11365,59569.00401965163
11366,69285.71428571429
11367,58402.06185567011
11368,37360.08394963022
11369,45303.27428878153
11370,52810.492505353315
11372,55456.262714327226
11373,43863.54943583859
11374,68042.50320375909
11375,89112.78837937908
11377,52190.35698737484
11378,60131.43483023002
11379,72842.22100054976
11385,56635.8024691358
11411,61994.70644850818
11412,53815.85743801653
11413,58580.26131591227
11414,76196.70905011219
11415,71841.82590233546
11416,44281.6091954023
11417,53020.833333333336
11418,50623.98263700488
11419,43174.27790788446
11420,50056.352459016394
11421,48021.92564346997
11422,58648.52398523985
11423,54796.32063074902
11426,70276.31578947368
11427,65363.48267117498
11428,56970.91273821464
11429,52782.012195121955
11432,53037.4246186591
11433,44920.749279538904
11434,52329.7354819094
11435,51125.46125461255
11436,49839.10891089109
11501,85836.25218914186
11507,100000.0
11509,111706.3492063492
11510,79843.58569926393
11514,89222.44094488189
11516,92140.71856287424
11518,91313.55932203389
11520,59671.60592711253
11530,118536.503683858
11542,73920.92541436464
11545,111361.78861788617
11548,91840.27777777778
11550,48862.8818061089
11552,81212.34939759035
11553,50782.27931488801
11554,86064.6530204693
11557,101589.24205378973
11558,79934.9240780911
11559,99867.02127659574
11560,102707.71513353116
11561,93640.91375770021
11563,89795.25862068965
11565,103404.36590436591
11566,105126.97979246314
11568,120575.84269662922
11570,105026.04166666666
11572,94654.90797546011
11575,48674.82161060143
11576,122264.4376899696
11577,106933.27974276527
11579,108300.78125
11580,73163.81156316918
11581,86985.10078878177
11590,70964.97906357062
11596,100491.07142857143
11598,110045.75707154743
11691,47078.33904109589
11692,50110.01100110011
11693,61620.92624356775
11694,84441.93912063134
11697,100870.90163934426
11701,63933.895009721324
11702,98351.47247119078
11703,76169.43866943866
11704,71373.95736793327
11705,97813.90134529148
11706,62169.90713871155
11709,93114.97326203209
11710,96386.2885462555
11713,66791.37323943662
11714,83813.59300476947
11715,100052.08333333334
11716,83194.93006993007
11717,46812.93808411215
11718,112212.64367816094
11719,90184.0490797546
11720,78700.06548788474
11721,110901.16279069768
11722,51929.53020134228
11724,121079.88165680473
11725,98549.54367666232
11726,55373.63560033585
11727,71013.34180432021
11729,72742.94670846395
11730,91819.04161412359
11731,94574.00497512438
11732,103730.3664921466
11733,107341.49054505005
11735,82861.76801801802
11738,76660.04540295119
11740,97479.20997920999
11741,84909.67961826858
11742,82993.56223175966
11743,103036.97183098592
11746,82848.83720930232
11747,104056.72823218998
11749,69871.79487179487
11751,85309.76220275344
11752,79730.98330241187
11753,112131.78294573643
11754,92297.97979797979
11755,86842.1052631579
11756,82007.33074601121
11757,73587.71569433031
11758,94409.12173618175
11762,100554.85762144053
11763,71437.78207607995
11764,97788.46153846153
11765,123161.76470588235
11766,99173.07692307692
11767,94879.51807228915
11768,107389.8678414097
11769,93971.45669291339
11771,101956.106870229
11772,71971.15384615384
11776,74745.28301886792
11777,99267.67676767678
11778,79538.57791225417
11779,76973.36265884654
11780,100317.02898550723
11782,97106.20525059666
11783,97231.90932868353
11784,70300.6088280061
11786,96996.996996997
11787,97898.41182913473
11788,94110.98527746319
11789,80000.0
11790,98005.69800569801
11791,110700.07955449482
11792,97381.75675675675
11793,98794.82657260435
11795,95215.58245083207
11796,92317.70833333334
11797,118949.203187251
11798,52085.590465872156
11801,72526.65245202558
11803,107390.09186351707
11804,110267.85714285713
11901,59593.837535014005
11933,76187.33509234828
11934,87873.5632183908
11935,99111.67512690356
11937,88515.22842639594
11939,94612.06896551725
11940,90025.68493150684
11941,94310.3448275862
11942,88628.15884476533
11944,79393.30543933055
11946,72249.38875305624
11948,89642.85714285713
11949,85349.80744544289
11950,58840.02361275089
11951,57116.78832116789
11952,90588.80308880308
11953,69662.92134831462
11954,82229.4776119403
11955,75441.17647058824
11957,107180.85106382979
11958,83854.16666666667
11961,75357.62942779291
11963,99940.33412887828
11967,65339.25979680697
11968,93614.3572621035
11971,93495.29780564262
11976,112204.72440944881
11977,95238.09523809524
11978,87203.79146919432
11980,84609.12052117265
12008,78846.15384615384
12009,86375.0
12010,56250.00000000001
12015,81140.35087719298
12017,76470.58823529413
12018,83821.6957605985
12019,93461.53846153847
12020,77806.40668523677
12022,64329.26829268293
12023,72815.53398058254
12025,68050.54151624549
12027,92149.75845410628
12028,67105.26315789473
12029,88392.85714285713
12032,67857.14285714286
12033,80378.97310513447
12035,56907.89473684211
12036,57500.0
12037,68581.08108108108
12041,75000.0
12042,64880.95238095238
12043,61367.069486404835
12046,73214.28571428571
12047,65744.02125775022
12051,68071.42857142857
12052,77689.87341772151
12053,81278.28054298642
12054,97130.24282560706
12056,81526.54867256638
12057,63414.63414634147
12058,62500.0
12059,80312.5
12060,87142.85714285713
12061,85931.27490039842
12062,74127.90697674418
12063,85714.28571428571
12064,50000.0
12065,83914.7702876771
12066,69329.8969072165
12067,75844.5945945946
12068,60037.878787878784
12070,68297.10144927536
12071,42857.142857142855
12072,64648.4375
12074,77166.66666666666
12075,79243.82716049382
12076,65778.68852459016
12077,94878.223495702
12078,52572.427572427565
12083,70489.69072164949
12084,77405.85774058578
12085,46323.529411764706
12086,68489.58333333334
12087,67857.14285714286
12090,60552.536231884056
12092,61160.71428571429
12093,59760.27397260274
12094,69084.82142857142
12095,58839.285714285725
12106,80664.0625
12108,65340.90909090909
12110,78732.71889400922
12116,60156.25
12117,63087.24832214764
12118,77311.542991755
12120,65277.77777777777
12121,78026.3157894737
12122,61082.47422680413
12123,74100.37878787878
12125,61363.63636363637
12130,66037.73584905661
12134,67809.13978494624
12136,92151.16279069768
12137,73174.1573033708
12138,66637.93103448275
12139,70192.30769230769
12140,83096.59090909091
12143,66666.66666666666
12144,69984.14855072463
12147,72413.79310344828
12148,100809.71659919029
12149,56071.42857142857
12150,66847.82608695651
12151,88207.54716981133
12153,83967.39130434784
12154,73817.56756756757
12155,55696.20253164557
12156,79166.66666666666
12157,65000.0
12158,79466.96696696695
12159,103389.83050847458
12160,66944.44444444444
12164,65277.77777777777
12165,96022.72727272728
12166,55037.31343283582
12167,57339.449541284404
12168,66895.6043956044
12169,71052.63157894736
12170,73207.17131474103
12173,69207.31707317074
12175,62162.16216216217
12176,67857.14285714286
12180,61354.60251046026
12182,56774.53769559033
12183,57634.22818791946
12184,78053.16091954023
12185,73195.8762886598
12186,93621.70087976538
12187,60197.368421052626
12188,73362.06896551725
12189,61428.57142857143
12190,60472.97297297298
12192,66952.05479452055
12193,73809.5238095238
12196,85947.71241830065
12197,65500.0
12198,80112.21945137157
12202,37166.26213592233
12203,72107.73680404916
12204,64454.094292803966
12205,67594.78672985782
12206,40102.58358662614
12207,50360.57692307692
12208,66769.80198019801
12209,55650.68493150685
12210,47252.15517241379
12211,98887.97364085668
12302,76791.89750692522
12303,67943.68041912247
12304,52301.05465004794
12305,50378.78787878788
12306,65381.29744651483
12307,30083.333333333332
12308,49206.65634674922
12309,92123.72448979592
12401,62344.213649851634
12404,77456.64739884392
12405,58064.51612903226
12406,60000.0
12407,44642.857142857145
12409,87053.57142857143
12410,75781.25
12411,64285.71428571428
12412,68951.61290322582
12413,57397.95918367347
12414,62656.25
12418,60937.5
12419,79411.76470588235
12421,89375.0
12422,63461.53846153846
12423,56018.51851851851
12424,65625.0
12427,51041.66666666667
12428,53636.36363636363
12430,62765.95744680851
12431,68593.75
12433,89062.5
12434,50000.0
12435,65441.17647058824
12439,59558.82352941177
12440,79166.66666666667
12442,67934.78260869565
12443,84951.45631067961
12444,84558.82352941178
12446,69804.5267489712
12448,75000.0
12449,61432.9268292683
12451,61925.28735632184
12454,61458.33333333333
12455,65705.1282051282
12456,53846.153846153844
12457,77027.02702702704
12458,57683.48623853212
12460,61607.142857142855
12461,77180.23255813953
12463,69243.42105263157
12464,68611.11111111111
12465,55000.0
12466,68709.67741935483
12468,59649.12280701754
12469,66544.11764705883
12470,59375.0
12472,67058.82352941176
12473,70833.33333333334
12474,67067.30769230769
12477,68445.12195121952
12480,59000.0
12481,72977.9411764706
12482,48897.05882352941
12484,83843.53741496598
12485,64663.46153846154
12486,77373.41772151898
12487,68791.39072847682
12491,75000.0
12492,72115.38461538462
12494,82196.9696969697
12495,94166.66666666667
12496,73392.85714285714
12498,86895.16129032258
12501,69285.71428571429
12502,81367.9245283019
12503,79032.25806451612
12508,75068.68131868132
12513,77412.28070175438
12514,94553.57142857142
12515,64375.0
12516,70032.05128205128
12517,69375.0
12518,88043.47826086955
12520,92352.94117647059
12521,80743.24324324325
12522,65189.87341772152
12523,67719.78021978022
12524,83171.91283292978
12525,78600.54347826088
12526,73372.39583333334
12528,75715.78212290502
12529,79882.8125
12531,87191.35802469136
12533,92242.97337278107
12534,63046.1922596754
12538,71488.97058823529
12540,92557.25190839695
12542,77728.01302931597
12543,62500.0
12545,86659.19282511211
12546,68362.06896551725
12547,71951.21951219512
12548,73648.64864864865
12549,81741.57303370786
12550,61766.87569162671
12553,72709.23520923521
12561,79791.95088676672
12563,75992.06349206349
12564,86391.96675900277
12565,54513.88888888888
12566,72868.04308797127
12567,74337.12121212122
12569,79254.80769230769
12570,90675.67567567568
12571,81003.11850311852
12572,91622.05567451821
12575,87204.72440944883
12577,88053.09734513274
12578,87068.96551724138
12580,82114.36170212766
12581,81610.57692307692
12582,92489.49579831933
12583,72045.45454545453
12585,90000.0
12586,70612.70801815431
12589,73003.47222222222
12590,77961.3789528253
12592,62500.0
12594,69268.29268292684
12601,56388.742071881614
12603,79648.15647482015
12701,49512.670565302134
12719,77127.65957446808
12721,66358.02469135802
12723,70394.73684210527
12725,71428.57142857142
12726,70283.01886792453
12729,59218.75
12732,71381.57894736841
12733,44196.42857142857
12734,50000.0
12737,73437.5
12738,54166.666666666664
12740,71542.55319148935
12741,61538.46153846154
12742,60000.0
12743,75781.25
12746,59772.72727272727
12747,59417.80821917808
12748,69241.57303370787
12751,44886.36363636363
12752,67187.5
12754,50901.639344262294
12758,66759.77653631286
12759,42957.74647887324
12760,64130.434782608696
12762,62980.769230769234
12763,58536.585365853665
12764,77500.0
12765,76524.39024390244
12766,62499.99999999999
12768,63829.78723404255
12771,60223.765432098764
12775,80125.89928057554
12776,68960.67415730338
12777,86111.11111111111
12778,71153.84615384616
12779,49523.80952380953
12780,66313.55932203389
12783,61904.761904761894
12786,78030.30303030304
12787,60119.04761904761
12788,60259.43396226414
12789,57078.31325301205
12790,63912.133891213394
12791,69354.83870967742
12792,74404.7619047619
12801,55660.690571049134
12803,60254.329004329
12804,72351.69491525424
12808,84375.0
12809,64891.975308641966
12810,52083.33333333333
12814,75000.0
12815,70052.08333333334
12816,64906.103286384976
12817,69871.79487179487
12819,43750.0
12821,48214.28571428571
12822,58248.299319727885
12823,69166.66666666667
12824,81395.3488372093
12827,63092.10526315789
12828,59544.979079497905
12831,80080.28792912513
12832,59000.000000000015
12833,77312.77533039649
12834,68557.0987654321
12835,65794.57364341085
12836,70982.14285714286
12837,55769.230769230766
12838,56048.3870967742
12839,53095.2380952381
12842,61065.5737704918
12843,55769.230769230766
12844,90833.33333333334
12845,73563.2183908046
12846,62101.91082802547
12847,67578.125
12849,59821.42857142857
12850,77272.72727272728
12851,50000.0
12852,66477.27272727272
12853,59514.92537313433
12855,48863.63636363636
12857,55208.33333333333
12859,68627.45098039215
12860,54513.88888888889
12861,69196.42857142858
12863,79054.05405405405
12865,59527.439024390245
12866,88018.2625863771
12870,65512.048192771086
12871,71120.68965517242
12873,69932.43243243244
12878,54285.71428571428
12883,58185.8407079646
12885,51936.61971830986
12886,60227.27272727273
12887,54550.691244239635
12901,59593.023255813954
12903,71354.16666666666
12910,57666.66666666667
12912,55693.0693069307
12913,63000.0
12914,53928.57142857142
12916,53723.404255319154
12917,58398.4375
12918,65495.867768595046
12919,58573.71794871794
12920,62847.222222222226
12921,66000.0
12923,55000.0
12926,51612.903225806454
12928,58198.9247311828
12930,57500.0
12932,61538.46153846153
12934,56097.560975609755
12935,59285.71428571429
12936,67578.125
12937,52370.68965517242
12941,65769.23076923077
12942,86805.55555555556
12943,63095.23809523809
12944,56284.15300546448
12945,65808.82352941176
12946,69768.51851851851
12950,54276.31578947368
12952,52604.166666666664
12953,58555.327868852466
12955,59027.777777777774
12956,56018.518518518526
12957,51071.428571428565
12958,58379.120879120885
12959,54838.70967741936
12960,60648.148148148146
12962,71737.13235294117
12965,53645.83333333333
12966,56045.08196721312
12967,56382.97872340425
12969,61805.555555555555
12970,61764.705882352944
12972,69670.84639498433
12974,55514.70588235294
12978,52777.777777777774
12979,63025.21008403361
12980,52455.357142857145
12981,64823.00884955751
12983,66835.26011560694
12985,55468.75
12986,61368.110236220484
12987,55681.81818181818
12989,70277.77777777778
12992,60052.083333333336
12993,67500.0
12996,58870.967741935485
12997,64583.333333333336
12998,47000.0
13021,61257.59249033683
13026,68849.20634920635
13027,77457.50708215298
13028,62068.96551724138
13029,75979.72972972973
13030,65926.39593908629
13031,77377.56264236901
13032,61531.98653198653
13033,64630.681818181816
13034,71536.14457831325
13035,87944.16243654823
13036,64145.49653579677
13037,71349.5575221239
13039,78051.07526881719
13040,56354.16666666667
13041,78051.3468013468
13042,64504.71698113207
13044,65650.40650406505
13045,60163.861824623564
13052,61011.90476190476
13053,68630.95238095237
13054,60110.29411764706
13057,65096.774193548394
13060,63496.3768115942
13061,78186.27450980392
13063,79597.7011494253
13066,95463.10240963855
13068,66650.57915057914
13069,56307.1297989031
13071,61931.81818181818
13072,53906.25
13073,62925.17006802722
13074,57579.78723404255
13076,68181.81818181818
13077,64487.76758409786
13078,95289.47368421053
13080,67290.41916167663
13081,71394.23076923078
13082,64317.18061674009
13083,59908.53658536586
13084,74399.56331877729
13088,63080.658783783794
13090,71107.97237915882
13092,60630.84112149532
13101,55777.31092436974
13103,35833.33333333333
13104,97871.31882202305
13108,80582.52427184467
13110,75534.18803418803
13111,53209.45945945945
13112,73404.25531914894
13114,64590.16393442623
13116,69134.07821229051
13118,62344.39834024896
13120,49130.434782608696
13122,69711.53846153845
13126,63378.09917355371
13131,62073.86363636363
13132,65040.106951871654
13135,64927.18446601942
13136,46250.0
13140,55366.49214659686
13141,60156.25
13142,62835.570469798666
13143,57037.815126050424
13144,51620.370370370365
13145,58885.5421686747
13146,51973.68421052631
13147,61436.17021276595
13148,58866.86991869918
13152,97463.32518337408
13155,59722.22222222222
13156,66666.66666666667
13158,59375.0
13159,78343.02325581395
13160,66532.25806451612
13164,79807.69230769231
13165,55225.40983606558
13166,62548.07692307693
13167,65178.57142857143
13202,50203.25203252032
13203,43850.48231511254
13204,39261.22194513716
13205,38637.95518207283
13206,47805.690072639234
13207,49896.17940199336
13208,38330.696202531646
13209,57932.692307692305
13210,49881.14104595879
13211,45949.074074074066
13212,59553.99061032864
13214,75368.6327077748
13215,85453.92022008254
13219,68862.00716845879
13224,68222.89156626505
13302,52678.57142857143
13303,67592.59259259258
13304,79838.70967741935
13308,57436.70886075949
13309,60937.5
13310,57258.06451612903
13314,53676.470588235294
13315,61622.80701754386
13316,59419.01408450704
13317,59229.6511627907
13318,57916.666666666664
13319,49085.365853658535
13320,61482.558139534885
13322,65000.0
13323,77645.22821576762
13324,57552.08333333333
13325,57102.27272727272
13326,79003.90625
13327,56559.405940594064
13328,68055.55555555555
13329,53163.580246913574
13331,71428.57142857142
13332,56081.08108108107
13334,58258.92857142858
13335,59330.98591549296
13337,80487.80487804877
13338,58870.967741935485
13339,52352.39852398524
13340,60718.99736147757
13343,60032.8947368421
13346,83400.5376344086
13348,60317.46031746031
13350,53653.846153846156
13354,70597.48427672956
13355,58437.5
13357,54724.62203023758
13360,59782.608695652176
13361,54435.48387096774
13363,65212.264150943396
13365,58366.66666666667
13367,62567.75067750678
13368,53676.470588235294
13402,56346.15384615385
13403,72621.45748987854
13406,58500.0
13407,55769.230769230766
13408,57785.087719298244
13409,56081.08108108108
13411,53634.75177304964
13413,82005.14138817482
13416,64625.0
13417,53901.73410404624
13420,68445.12195121951
13421,59024.39024390243
13424,64843.75
13425,56179.77528089887
13428,58401.639344262294
13431,70454.54545454546
13433,49479.16666666667
13437,53947.368421052626
13438,67470.76023391812
13439,57785.71428571428
13440,58172.554347826095
13441,60576.92307692308
13450,47500.0
13452,54188.48167539267
13454,57720.58823529411
13456,73232.32323232324
13459,59840.425531914894
13460,55228.36538461538
13461,70885.09316770187
13464,49278.846153846156
13468,56250.0
13469,68589.7435897436
13470,53125.0
13471,53571.428571428565
13473,60294.117647058825
13476,63726.99386503067
13477,60416.666666666664
13478,62332.214765100674
13480,60625.0
13483,50961.53846153846
13485,55424.52830188679
13486,65064.10256410256
13488,41666.666666666664
13489,61206.896551724145
13490,66964.28571428571
13491,60768.07228915663
13492,72165.820642978
13493,53779.06976744186
13494,57031.25
13495,53690.47619047618
13501,45715.88725176169
13502,51425.59109874826
13601,55159.83860955928
13603,53472.22222222222
13605,65062.5
13606,64344.262295081964
13607,62500.0
13608,57617.1875
13612,63020.833333333336
13613,56839.62264150943
13614,37500.0
13616,48310.81081081081
13617,68436.67546174143
13618,67170.32967032967
13619,57978.723404255325
13620,58423.91304347826
13621,56500.0
13622,67660.5504587156
13624,70103.6866359447
13625,68157.8947368421
13626,65217.391304347824
13630,56372.549019607846
13633,40277.77777777777
13634,66997.35449735449
13635,57267.441860465115
13636,49038.461538461546
13637,49881.516587677725
13638,42763.15789473684
13640,96500.0
13642,57478.32369942197
13646,58467.74193548388
13648,63647.959183673476
13650,65429.6875
13652,54819.27710843373
13654,59077.380952380954
13655,39888.53503184713
13656,57352.94117647059
13658,60435.77981651376
13659,59500.0
13660,55952.380952380954
13661,62500.0
13662,55535.96614950634
13664,69791.66666666666
13665,53618.42105263157
13667,51810.3448275862
13668,60739.43661971831
13669,60355.39215686275
13670,44166.666666666664
13672,58620.68965517242
13673,55625.0
13676,65194.61077844311
13679,59789.156626506025
13680,56382.97872340425
13681,52083.333333333336
13682,64880.95238095238
13684,58163.26530612245
13685,70833.33333333334
13687,64903.846153846156
13690,57575.757575757576
13691,63541.66666666667
13693,70089.28571428571
13694,67968.75
13696,45000.0
13697,57421.875
13730,56200.78740157481
13731,74250.0
13732,75969.2513368984
13733,58149.77973568282
13734,56056.70103092783
13736,57798.165137614684
13739,57558.139534883725
13740,80769.23076923078
13743,60872.781065088755
13744,60750.0
13746,62797.619047619046
13748,60332.36994219652
13750,53645.833333333336
13751,37500.0
13752,63513.51351351352
13753,65364.58333333333
13754,55865.38461538462
13755,55172.41379310345
13756,49479.166666666664
13757,64583.33333333333
13760,63782.95668549906
13775,65664.55696202532
13776,65086.206896551725
13777,54276.31578947368
13778,62547.89272030651
13780,58510.63829787234
13782,58984.375
13783,54687.5
13786,67187.5
13787,53969.5945945946
13788,57222.22222222222
13790,51418.43971631205
13795,57821.63742690058
13796,56681.03448275862
13797,54920.21276595745
13801,51590.90909090909
13802,61309.5238095238
13803,58831.52173913044
13804,63281.25
13807,60208.33333333333
13808,60284.810126582284
13809,54577.464788732395
13810,60336.53846153846
13811,61718.75
13812,58035.71428571429
13813,56250.0
13815,57048.55195911414
13820,61496.113989637306
13825,59232.02614379085
13827,63416.353383458634
13830,57904.41176470588
13832,49456.52173913043
13833,59574.468085106375
13835,56048.38709677419
13838,53581.08108108108
13839,55952.38095238095
13841,55434.78260869565
13842,60000.0
13843,56250.0
13844,52651.51515151515
13846,60156.25
13849,58009.70873786408
13850,78035.18334985134
13856,55945.692883895135
13861,64453.125
13862,58534.946236559124
13863,41250.0
13864,52403.846153846156
13865,61556.603773584895
13901,59657.092614302455
13903,61397.49702026221
13904,52073.317307692305
13905,55046.2962962963
14001,68980.53278688525
14004,70036.10108303248
14005,60904.25531914893
14006,61612.90322580645
14008,53125.0
14009,59561.56716417911
14011,63153.31010452961
14012,59933.03571428572
14013,54769.73684210526
14020,57153.392330383474
14024,64695.94594594595
14025,77830.18867924529
14026,73333.33333333333
14028,67105.26315789473
14030,62000.0
14031,86440.6779661017
14032,95222.92993630574
14033,79939.51612903224
14034,61897.59036144578
14036,68167.37288135593
14037,69758.06451612903
14040,67307.6923076923
14042,51652.29885057471
14043,61260.65065840434
14047,66693.54838709677
14048,47730.769230769234
14051,96244.23963133642
14052,84641.3160733549
14054,62890.625
14055,69178.08219178082
14057,73714.1148325359
14058,63985.14851485149
14059,85000.0
14060,52500.0
14062,59435.48387096774
14063,65269.74951830443
14065,55781.25
14066,55978.260869565216
14067,62749.00398406375
14068,85497.23756906077
14069,74062.5
14070,54811.94690265487
14072,82133.39222614841
14075,73577.84431137725
14080,72334.1232227488
14081,57644.62809917356
14082,62500.0
14085,83549.38271604937
14086,80072.26980728052
14091,55040.32258064516
14092,75968.01346801347
14094,62445.73796369377
14098,59683.098591549286
14101,53703.70370370371
14102,77579.36507936507
14103,53898.39034205231
14105,60216.89497716895
14108,61363.63636363636
14111,64193.54838709677
14113,67105.26315789473
14120,66030.95030514385
14125,59137.42690058479
14127,87933.65794278758
14129,57258.06451612903
14131,66216.21621621621
14132,66792.9292929293
14134,54166.666666666664
14136,58189.6551724138
14138,54062.5
14139,76165.25423728814
14141,64281.002638522434
14143,66666.66666666667
14145,69391.02564102564
14150,60239.30050621261
14167,65259.74025974026
14170,79610.65573770492
14171,60394.73684210526
14172,68391.71974522293
14174,75816.15120274914
14201,45302.87474332649
14202,73044.69273743016
14203,59975.96153846154
14204,39009.831460674155
14206,42796.157950907145
14207,35948.19159335288
14208,34225.44080604534
14209,63258.670520231215
14210,42083.333333333336
14211,31364.864864864867
14212,34781.44989339019
14213,40939.77154724819
14214,57991.53645833333
14215,37454.46265938069
14216,65150.13648771611
14217,62811.15879828326
14218,48117.214043035114
14219,57428.45117845118
14220,55461.37339055795
14221,86957.10217159131
14222,74262.22596964586
14223,66673.48608837971
14224,68565.08875739646
14225,53712.801796743406
14226,74149.08100748809
14227,59225.44080604534
14228,68103.86473429951
14301,36560.54279749478
14303,36489.36170212766
