zipcode,employment rate
10998,0.4763246899661781
11001,0.5547478766546791
11003,0.52299273913501
11004,0.4330658514838874
11005,0.671264367816092
11010,0.5052230981321114
11020,0.5093572009764036
11021,0.4846353768536921
11023,0.44231364058150324
11024,0.3701263042284459
11030,0.5248136067101584
11040,0.5327479829140959
11042,0.99
11050,0.4783834586466165
11096,0.4337827950245636
11101,0.7491467078969631
11102,0.7052347704015663
11103,0.570614640883978
11104,0.5423363896209956
11105,0.494375064506141
11106,0.5358475546047067
11109,0.4807692307692308
11201,0.5013260698157839
11203,0.4558887218811301
11204,0.4242010549177785
11205,0.3720264711142908
11206,0.41934874206494793
11207,0.4408012313922377
11208,0.41606581623220557
11209,0.4763827772517128
11210,0.4523381578532463
11211,0.4857199554273328
11212,0.4430635906959027
11213,0.41529849127019713
11214,0.462905854883475
11215,0.4547726830893993
11216,0.46270020682025875
11217,0.48182134975026136
11218,0.45063967920565207
11219,0.3723329323927484
11220,0.5679081369344573
11221,0.44773992722171074
11222,0.5795151605750305
11223,0.4192827630971253
11224,0.42678470757730774
11225,0.5012312743689719
11226,0.5098314745727489
11228,0.4751561227260386
11229,0.4655463635354893
11230,0.40633830129093024
11231,0.4365293981302635
11232,0.43927924085723424
11233,0.3807518796992481
11234,0.4677914110429448
11235,0.49091718932453743
11236,0.4596231090505785
11237,0.496789097768264
11238,0.5390459455269007
11239,0.4854831032841504
11354,0.5967660339884956
11355,0.6658280394993396
11356,0.48856398378691374
11357,0.4900448681996635
11358,0.5471883549818046
11360,0.5198032354581875
11361,0.4867316544814514
11362,0.49386736133724085
11363,0.47386286490156143
11364,0.4876193473927185
11365,0.4822936412200586
11366,0.5124826121970861
11367,0.44818186018574135
11368,0.4437250554323725
11369,0.5789849892780558
11370,0.4974435449510013
11372,0.5135744242623245
11373,0.5095597263637959
11374,0.49565953842896465
11375,0.46681380630750413
11377,0.5281856122883061
11378,0.4652229299363057
11379,0.47541883379943023
11385,0.4682480264591882
11411,0.48713019832153404
11412,0.4769295198679575
11413,0.47800678087080656
11414,0.44017910054652004
11415,0.4636967757814423
11416,0.4695257969345902
11417,0.5
11418,0.4809875512174753
11419,0.5326846307385229
11420,0.47700037143471546
11421,0.504909510974201
11422,0.5034679217240525
11423,0.50867283847465
11426,0.48142705113262046
11427,0.46968674316115455
11428,0.5098701033036719
11429,0.4711797450170587
11432,0.4386319785896558
11433,0.44641708478065095
11434,0.48238538030565253
11435,0.4519604409532863
11436,0.47309007447655627
11501,0.5327983577493701
11507,0.5484460694698354
11509,0.7491082045184304
11510,0.542343883661249
11514,0.503968253968254
11516,0.3952662721893491
11518,0.5731494074217991
11520,0.5564221410107852
11530,0.5293012372815259
11542,0.4976800137480667
11545,0.5096121975472323
11548,0.32286995515695066
11550,0.49647260499769236
11552,0.5099258917943401
11553,0.5443591766477802
11554,0.5434664640764054
11557,0.49336550060313633
11558,0.5323325635103926
11559,0.43060009161704077
11560,0.47848928013630554
11561,0.5026448200232229
11563,0.5259578326909998
11565,0.5336735826029069
11566,0.5389098186955498
11568,0.4166666666666667
11570,0.509518080815229
11572,0.5440405860952572
11575,0.5135587896555335
11576,0.5261474492243723
11577,0.5016533591418663
11579,0.5057289608850257
11580,0.5380680247027376
11581,0.5010979358805446
11590,0.5478509311588914
11596,0.532319391634981
11598,0.4135985135228133
11691,0.3319832302991544
11692,0.369752684672958
11693,0.43000442543147954
11694,0.40710482834587847
11697,0.6183476938672073
11701,0.5535624596398077
11702,0.5561093705497009
11703,0.552429080050534
11704,0.5428521117903051
11705,0.5303841122606731
11706,0.5266133838653972
11709,0.5530090196658288
11710,0.5195994277539342
11713,0.6378439079169006
11714,0.5605061486366066
11715,0.6339144215530903
11716,0.5677982926345047
11717,0.5270205790453909
11718,0.5469977994341402
11719,0.46319977266268825
11720,0.5230705991162264
11721,0.5236717917491247
11722,0.5632966083387341
11724,0.5880306193458594
11725,0.5338437445623804
11726,0.5399156806745546
11727,0.5236542684143989
11729,0.5994437763078774
11730,0.5597120271033315
11731,0.5235397538581754
11732,0.5386350817822899
11733,0.5195330559408229
11735,0.5428536495904145
11738,0.4388105792698112
11740,0.4368755676657584
11741,0.5309061957151129
11742,0.5197798929208804
11743,0.5484875552229438
11746,0.5274670056012888
11747,0.5799540933435348
11749,0.54652466367713
11751,0.5918080142211688
11752,0.5881711043212571
11753,0.492855505463437
11754,0.5371385166295914
11755,0.528338922057741
11756,0.5461739560517205
11757,0.5399050618872278
11758,0.5440859024741241
11762,0.5320855614973262
11763,0.5210818074920208
11764,0.5113681063645661
11765,0.480225988700565
11766,0.5663994423143952
11767,0.5154212378389568
11768,0.5320395631181737
11769,0.5594097566347318
11771,0.520460866110449
11772,0.516043665233212
11776,0.5493594261785314
11777,0.5347304742357135
11778,0.5289692701664532
11779,0.5293113261240752
11780,0.5301914580265096
11782,0.5544895123403693
11783,0.5233619273590071
11784,0.5168141592920354
11786,0.507699344412258
11787,0.530690537084399
11788,0.5188928718340483
11789,0.5380683346785041
11790,0.36407011720775856
11791,0.4904217549061683
11792,0.5165794066317626
11793,0.5511096711485501
11795,0.5153996101364522
11796,0.4996096799375488
11797,0.5454743018580898
11798,0.5028602560610188
11801,0.5587723687659352
11803,0.5030034985807644
11804,0.5671843349088453
11901,0.4416950201051655
11933,0.5433691756272402
11934,0.5592697351504242
11935,0.6919564453811029
11937,0.4681558935361217
11939,0.37084398976982097
11940,0.5346027096301721
11941,0.5816285599679102
11942,0.4928825622775801
11944,0.4980204209210252
11946,0.4669749386310441
11948,0.99
11949,0.5904198878278005
11950,0.5171255876427132
11951,0.4576123989578462
11952,0.4951252150640413
11953,0.5196700970732063
11954,0.6200832947709394
11955,0.5950297514875744
11957,0.38524590163934425
11958,0.5375139977603584
11961,0.5591954898674387
11963,0.49615156897572527
11967,0.513030528667163
11968,0.4396975702855465
11971,0.5074769328666878
11976,0.5211325400082069
11977,0.4789833822091887
11978,0.5316200554295792
11980,0.5968118195956454
12008,0.6088992974238876
12009,0.4806536890170632
12010,0.5012310292874729
12015,0.4135429262394196
12017,0.40572792362768495
12018,0.5493150684931507
12019,0.5530104712041884
12020,0.5192213126609008
12022,0.394990366088632
12023,0.43386689132266215
12025,0.526615969581749
12027,0.4877474081055608
12028,0.5268022181146026
12029,0.5650857719475277
12032,0.6648575305291723
12033,0.5353403141361257
12035,0.7851239669421488
12036,0.45454545454545453
12037,0.45309821209894685
12041,0.7836990595611285
12042,0.7070707070707071
12043,0.4288120222826791
12046,0.674373795761079
12047,0.48469497273859097
12051,0.2892561983471074
12052,0.4002026342451874
12053,0.5196332000940512
12054,0.5330979699911739
12056,0.5569245933957615
12057,0.41061592388582874
12058,0.6018916595012898
12059,0.5645730416372619
12060,0.3861003861003861
12061,0.4931722173101483
12062,0.5174488567990373
12063,0.45977011494252873
12064,0.8661417322834646
12065,0.5226308821219398
12066,0.5288985823336968
12067,0.5078929306794784
12068,0.5261060183339976
12070,0.27611044417767105
12071,0.6451612903225806
12072,0.42780748663101603
12074,0.5074424898511503
12075,0.5128205128205128
12076,0.47993705743509046
12077,0.5168838862559242
12078,0.43250950570342206
12083,0.49743589743589745
12084,0.4714933912014204
12085,0.6666666666666666
12086,0.5825242718446602
12087,0.49257232212666147
12090,0.47734347976478725
12092,0.3491271820448878
12093,0.5270758122743683
12094,0.41853512705530643
12095,0.44493882091212456
12106,0.5895900506678949
12108,0.5392156862745098
12110,0.5495340356564019
12116,0.5921539600296077
12117,0.5486008836524301
12118,0.5127740532705201
12120,0.4251968503937008
12121,0.4028837998303647
12122,0.5411436541143654
12123,0.534629404617254
12125,0.7051282051282052
12130,0.99
12134,0.43215613382899626
12136,0.5443037974683544
12137,0.43734643734643736
12138,0.49623545516769335
12139,0.45454545454545453
12140,0.623229461756374
12143,0.44644497519750137
12144,0.5062362435803375
12147,0.7038834951456311
12148,0.565088080530771
12149,0.47554347826086957
12150,0.7809847198641766
12151,0.6084959816303099
12153,0.6543385490753911
12154,0.524822695035461
12155,0.45194508009153317
12156,0.5054151624548736
12157,0.42632269348491475
12158,0.5508684863523573
12159,0.5448458963407595
12160,0.539568345323741
12164,0.5567010309278351
12165,0.99
12166,0.44518272425249167
12167,0.4515327257663629
12168,0.5202973127501429
12169,0.5013192612137203
12170,0.48038277511961724
12173,0.4023552502453386
12175,0.5285714285714286
12176,0.3825136612021858
12180,0.4441801252625123
12182,0.4753211629479378
12183,0.5020215633423181
12184,0.4774972557628979
12185,0.5434173669467787
12186,0.5391304347826087
12187,0.5420827389443652
12188,0.4993542832544124
12189,0.4929310438221115
12190,0.5772230889235569
12192,0.4879679144385027
12193,0.6272401433691757
12196,0.38694992412746587
12197,0.5125576627370579
12198,0.5608391608391609
12202,0.4247422680412371
12203,0.45277459486004257
12204,0.46173235563703025
12205,0.5587078226660614
12206,0.4448049753261678
12207,0.4450149764655541
12208,0.4367001037703217
12209,0.49007384674402993
12210,0.4699686012356933
12211,0.4579749509582013
12302,0.5172846140068064
12303,0.514487870619946
12304,0.47623396191954703
12305,0.333718578445536
12306,0.5224445646295295
12307,0.38153376573826786
12308,0.4496415396394515
12309,0.4704188167526701
12401,0.4795378223006432
12404,0.4477225672877847
12405,0.5636363636363636
12406,0.5084745762711864
12407,0.99
12409,0.5845511482254697
12410,0.48632218844984804
12411,0.7427055702917772
12412,0.5772811918063314
12413,0.4675572519083969
12414,0.47690014903129657
12418,0.8163265306122449
12419,0.3859250851305335
12421,0.8928571428571429
12422,0.32663316582914576
12423,0.4302788844621514
12424,0.45977011494252873
12427,0.23414634146341465
12428,0.3910693970420933
12430,0.3504847129008203
12431,0.43360433604336046
12433,0.3821656050955414
12434,0.3150406504065041
12435,0.7359307359307359
12439,0.5723905723905723
12440,0.6831882116543871
12442,0.7098765432098766
12443,0.5750977107761027
12444,0.3159851301115242
12446,0.4965263588067021
12448,0.8450704225352113
12449,0.5136235515189477
12451,0.8333333333333334
12454,0.2631578947368421
12455,0.430939226519337
12456,0.5357142857142857
12457,0.2883865939204988
12458,0.31133961725221365
12460,0.6511627906976745
12461,0.6272793581327498
12463,0.5667412378821775
12464,0.41171088746569073
12465,0.2604166666666667
12466,0.748792270531401
12468,0.43018867924528303
12469,0.42341220423412207
12470,0.30848329048843187
12472,0.7221750212404418
12473,0.7692307692307693
12474,0.6074766355140186
12477,0.4860699466508595
12480,0.7716049382716049
12481,0.4554588077695914
12482,0.6181818181818182
12484,0.43581381559442633
12485,0.5752212389380531
12486,0.44886363636363635
12487,0.38373570520965694
12491,0.5002428363283147
12492,0.7182320441988951
12494,0.3815028901734104
12495,0.99
12496,0.5339435545385202
12498,0.5414847161572053
12501,0.4838709677419355
12502,0.46207497820401044
12503,0.39390088945362134
12508,0.47514619883040937
12513,0.99
12514,0.4697986577181208
12515,0.5105296745373324
12516,0.4195804195804196
12517,0.5208333333333334
12518,0.5101518512199283
12520,0.5505181347150259
12521,0.46048537647790916
12522,0.4963350785340314
12523,0.45820745216515607
12524,0.5291818822474214
12525,0.99
12526,0.545609548167093
12528,0.5360083844886959
12529,0.5574912891986062
12531,0.6254826254826255
12533,0.5150672406567869
12534,0.4502023381294964
12538,0.4834352338973411
12540,0.4227170054856405
12542,0.5591985428051002
12543,0.5039872408293461
12545,0.49325370493253706
12546,0.5370370370370371
12547,0.500457735733903
12548,0.6890130353817505
12549,0.5021156558533145
12550,0.48931485091329147
12553,0.5056733189828159
12561,0.4041685046316718
12563,0.4914835522038747
12564,0.4688311688311688
12565,0.46183450930083386
12566,0.4489401144515193
12567,0.5624201107797188
12569,0.5414974487139436
12570,0.5344503827820309
12571,0.5208446128857607
12572,0.5028534510606224
12575,0.8017676767676768
12577,0.7280927835051546
12578,0.5458823529411765
12580,0.41264266900790164
12581,0.5095541401273885
12582,0.3858625162127108
12583,0.6004366812227074
12585,0.5344418052256532
12586,0.5163255741290423
12589,0.36764705882352944
12590,0.5239569752281616
12592,0.3988803358992302
12594,0.49793538984697594
12601,0.4337161589069986
12603,0.5268269572426862
12701,0.4121143958868895
12719,0.41519434628975266
12721,0.4115853658536585
12723,0.42792792792792794
12725,0.43343653250773995
12726,0.39056742815033163
12729,0.5788712011577424
12732,0.4578313253012048
12733,0.1402805611222445
12734,0.5019685039370079
12737,0.5415384615384615
12738,0.3342618384401114
12740,0.5545722713864307
12741,0.7738095238095238
12742,0.7731958762886598
12743,0.5161290322580645
12746,0.9166666666666666
12747,0.36031589338598224
12748,0.508280982295831
12751,0.3822762814943527
12752,0.5298013245033113
12754,0.391025641025641
12758,0.464091262639357
12759,0.331002331002331
12760,0.5411764705882353
12762,0.7428571428571429
12763,0.8723404255319149
12764,0.46701692936368944
12765,0.4601571268237935
12766,0.2735562310030395
12768,0.5427251732101617
12771,0.44831880448318806
12775,0.5618431689571544
12776,0.4295366795366795
12777,0.425531914893617
12778,0.9701492537313433
12779,0.4557291666666667
12780,0.5202821869488536
12783,0.44712562100780695
12786,0.5809859154929577
12787,0.99
12788,0.37310806054206264
12789,0.3553082191780822
12790,0.5655466161855183
12791,0.4492753623188406
12792,0.99
12801,0.5103700691337942
12803,0.5233348436792026
12804,0.5092609242941917
12808,0.7960199004975125
12809,0.4485049833887043
12810,0.5586592178770949
12814,0.7312775330396476
12815,0.4367606915377616
12816,0.4604409857328145
12817,0.5996924654023578
12819,0.4195804195804196
12821,0.05887300252312868
12822,0.47419354838709676
12823,0.29880478087649404
12824,0.3952205882352941
12827,0.5172883201742445
12828,0.4984358706986444
12831,0.49295774647887325
12832,0.42399013259327784
12833,0.43378559143894513
12834,0.5174892189746046
12835,0.5068762278978389
12836,0.6073752711496746
12837,0.44368600682593856
12838,0.42995839112343964
12839,0.45771578029642546
12842,0.8652482269503546
12843,0.3834808259587021
12844,0.5119453924914675
12845,0.5707413076754866
12846,0.5226364846870839
12847,0.4657933042212518
12849,0.6588235294117647
12850,0.5240014657383657
12851,0.5015673981191222
12852,0.6027397260273972
12853,0.485859318346628
12855,0.5314009661835749
12857,0.3252032520325203
12859,0.5498652291105122
12860,0.989010989010989
12861,0.5035971223021583
12863,0.4190260475651189
12865,0.4756380510440835
12866,0.5219900548785201
12870,0.4911242603550296
12871,0.4836788182034787
12873,0.4228571428571429
12878,0.45632333767926986
12883,0.4711277882009589
12885,0.4828836998413058
12886,0.47619047619047616
12887,0.4597457627118644
12901,0.43754432487434863
12903,0.5630498533724341
12910,0.39766702014846234
12912,0.5583195135433942
12913,0.46425255338904364
12914,0.3995433789954338
12916,0.3957894736842105
12917,0.5194805194805194
12918,0.4641350210970464
12919,0.5743740795287187
12920,0.4446274186908193
12921,0.4355400696864111
12923,0.49407114624505927
12926,0.4
12928,0.49759229534510435
12930,0.35587188612099646
12932,0.5963302752293578
12934,0.34252297410192145
12935,0.49786628733997157
12936,0.47690014903129657
12937,0.39617486338797814
12941,0.38416075650118203
12942,0.6976744186046512
12943,0.7
12944,0.4708001029071263
12945,0.6439393939393939
12946,0.5655634687892752
12950,0.5688622754491018
12952,0.9056603773584906
12953,0.36628386999924945
12955,0.5217391304347826
12956,0.4326923076923077
12957,0.42501517911353975
12958,0.4975396391470749
12959,0.3831891223733004
12960,0.6
12962,0.5385072262918233
12965,0.8823529411764706
12966,0.3870558375634518
12967,0.3833605220228385
12969,0.821917808219178
12970,0.1814300960512273
12972,0.4525464604908498
12974,0.3310613437195716
12978,0.703125
12979,0.4696132596685083
12980,0.5008944543828264
12981,0.4714226115978306
12983,0.47164667393675025
12985,0.5245901639344263
12986,0.47423450336071693
12987,0.7236842105263158
12989,0.4639175257731959
12992,0.6359300476947536
12993,0.48959608323133413
12996,0.4689863842662632
12997,0.4930156121610518
12998,0.8503401360544217
13021,0.4811370882040383
13026,0.3626943005181347
13027,0.49813727703770605
13028,0.7169344870210136
13029,0.46966235085046965
13030,0.49151696606786427
13031,0.5577790483450861
13032,0.46039373740505346
13033,0.4807429664026222
13034,0.410484668644906
13035,0.464841906559698
13036,0.48004434589800443
13037,0.4674733684972593
13039,0.5459989432278518
13040,0.4580152671755725
13041,0.49907578558225507
13042,0.5268389662027833
13044,0.4064771976206213
13045,0.40096601200411974
13052,0.476460578559274
13053,0.44519821920712316
13054,0.5582922824302134
13057,0.5408611905925047
13060,0.5053094104723544
13061,0.8133971291866029
13063,0.5129716981132075
13066,0.520702634880803
13068,0.5420678107994977
13069,0.46796133116605354
13071,0.5092592592592593
13072,0.3818615751789976
13073,0.4513355848940743
13074,0.4221872894677745
13076,0.4552980132450331
13077,0.4920252783629251
13078,0.4371031563448974
13080,0.4745666382495027
13081,0.466786355475763
13082,0.6053333333333333
13083,0.4122674710910005
13084,0.6024730334122599
13088,0.5402938760609656
13090,0.5428707742639041
13092,0.39251650770359503
13101,0.49377593360995853
13103,0.6637168141592921
13104,0.4661851608667104
13108,0.49172501591343093
13110,0.48974466303892844
13111,0.4134078212290503
13112,0.5439814814814815
13114,0.41232932269839123
13116,0.49014238773274915
13118,0.414730683187059
13120,0.5184851217312895
13122,0.5295315682281059
13126,0.40024257125530627
13131,0.565008025682183
13132,0.5350500715307582
13135,0.49078780177890724
13136,0.60790273556231
13140,0.4405997693194925
13141,0.48854961832061067
13142,0.4930509596293845
13143,0.5055225148683092
13144,0.40816326530612246
13145,0.5203761755485894
13146,0.4365808823529412
13147,0.5059203444564048
13148,0.4532891100055279
13152,0.5311688311688312
13155,0.47619047619047616
13156,0.4149377593360996
13158,0.47337278106508873
13159,0.49208468434102615
13160,0.41114058355437666
13164,0.47794117647058826
13165,0.5130901061928294
13166,0.45154567558179926
13167,0.5633802816901409
13202,0.3355613149638521
13203,0.3683961146647714
13204,0.41023017902813297
13205,0.39515191764901214
13206,0.49422605157661703
13207,0.47090112640801
13208,0.41049623278773706
13209,0.5132488041910257
13210,0.3296071876305892
13211,0.5428954423592494
13212,0.5160383758116096
13214,0.4191482189010001
13215,0.5077879444017601
13219,0.5380214694349811
13224,0.4672897196261682
13302,0.5083514887436456
13303,0.416988416988417
13304,0.484627410109432
13308,0.35673967035448184
13309,0.45478036175710596
13310,0.37037037037037035
13314,0.99
13315,0.405982905982906
13316,0.4803788903924222
13317,0.42978510744627685
13318,0.5681818181818182
13319,0.7454545454545455
13320,0.41247002398081534
13322,0.5591798695246971
13323,0.43224822885839836
13324,0.5807622504537205
13325,0.4736275565123789
13326,0.5449127288207748
13327,0.452914798206278
13328,0.37215713301171605
13329,0.45569620253164556
13331,0.99
13332,0.3856845031271717
13334,0.5938494167550371
13335,0.5239852398523985
13337,0.6278713629402757
13338,0.499194847020934
13339,0.44543063773833
13340,0.5067522396042252
13343,0.4676923076923077
13346,0.29788597053171045
13348,0.3774715398442181
13350,0.40226921093347084
13354,0.4840182648401826
13355,0.35118525021949076
13357,0.44947092515289777
13360,0.99
13361,0.4689863842662632
13363,0.44001660440016604
13365,0.4438395076340395
13367,0.4250172771250864
13368,0.45495093666369313
13402,0.5979760809567617
13403,0.3485254691689008
13406,0.508130081300813
13407,0.45525291828793774
13408,0.33697901271061187
13409,0.5617408906882592
13411,0.5140357273058694
13413,0.4778282766244933
13416,0.44742729306487694
13417,0.5575249758298421
13420,0.7509157509157509
13421,0.4783386482072023
13424,0.4925241864555849
13425,0.5051078320090806
13428,0.3979125896934116
13431,0.45384218669417226
13433,0.4371584699453552
13437,0.6188925081433225
13438,0.5711422845691383
13439,0.47106325706594887
13440,0.4466236225059469
13441,0.5855855855855856
13450,0.3968253968253968
13452,0.3918752564628642
13454,0.4644808743169399
13456,0.49786271058586873
13459,0.458984375
13460,0.484509666899604
13461,0.5098163394553515
13464,0.41767068273092367
13468,0.7560137457044673
13469,0.296127562642369
13470,0.39436619718309857
13471,0.5007530120481928
13473,0.30141843971631205
13476,0.5478991596638656
13477,0.40404040404040403
13478,0.4901315789473684
13480,0.46701692936368944
13483,0.28634361233480177
13485,0.3241590214067278
13486,0.5284552845528455
13488,0.851063829787234
13489,0.5440900562851783
13490,0.5927180355630821
13491,0.43083311705164806
13492,0.5186485300570426
13493,0.3900226757369615
13494,0.7207207207207207
13495,0.5045651129264777
13501,0.3887726638772664
13502,0.4234144043342559
13601,0.4202754878430554
13603,0.24341637010676156
13605,0.3801558639042007
13606,0.5035080478745357
13607,0.5542857142857143
13608,0.35203520352035206
13612,0.4439511653718091
13613,0.40706605222734255
13614,0.3188405797101449
13616,0.3822314049586777
13617,0.31260310128670404
13618,0.5016538037486218
13619,0.3981176470588235
13620,0.4453049370764763
13621,0.43252595155709345
13622,0.5491183879093199
13624,0.4398945874721265
13625,0.6125080593165699
13626,0.40315512708150747
13630,0.35343035343035345
13633,0.2830188679245283
13634,0.4788446921712693
13635,0.34565916398713825
13636,0.7344632768361582
13637,0.46961940796795015
13638,0.510752688172043
13640,0.8278145695364238
13642,0.3745804915015698
13646,0.412051395657953
13648,0.48829098156452416
13650,0.47232472324723246
13652,0.4621380846325167
13654,0.35294117647058826
13655,0.4279095121286454
13656,0.3684210526315789
13658,0.468615649183147
13659,0.6596306068601583
13660,0.45429962141698216
13661,0.36164383561643837
13662,0.439908171495936
13664,0.594059405940594
13665,0.46798029556650245
13667,0.45726900031535794
13668,0.44375
13669,0.381451009723261
13670,0.391644908616188
13672,0.7712765957446809
13673,0.4623208506703652
13676,0.35333944565907327
13679,0.7490974729241877
13680,0.3361945636623748
13681,0.3707518022657055
13682,0.4970414201183432
13684,0.4180887372013652
13685,0.5486968449931413
13687,0.5148514851485149
13690,0.4269081500646831
13691,0.42267050912584053
13693,0.9523809523809523
13694,0.6384676775738228
13696,0.5747126436781609
13697,0.5109100585417775
13730,0.44235458028561475
13731,0.499001996007984
13732,0.4916524253976601
13733,0.4495939790057437
13734,0.40893760539629004
13736,0.6032097399003874
13739,0.5368289637952559
13740,0.4642857142857143
13743,0.4979375368296995
13744,0.36791758646063283
13746,0.5882352941176471
13748,0.4601063829787234
13750,0.6751054852320675
13751,0.5741626794258373
13752,0.42626728110599077
13753,0.34328625067048096
13754,0.4894578313253012
13755,0.6531531531531531
13756,0.345821325648415
13757,0.37676609105180536
13760,0.49121184088806663
13775,0.4374307862679956
13776,0.7178217821782178
13777,0.9595959595959596
13778,0.4879416713404375
13780,0.5452436194895591
13782,0.4383561643835616
13783,0.44616044616044614
13786,0.4371584699453552
13787,0.48255624388653406
13788,0.4692387904066736
13790,0.4552303056392596
13795,0.5788761002031144
13796,0.5823293172690763
13797,0.45608927704997576
13801,0.36764705882352944
13802,0.38924930491195553
13803,0.43010752688172044
13804,0.8421052631578947
13807,0.46296296296296297
13808,0.5728788977519942
13809,0.3615071283095723
13810,0.4126984126984127
13811,0.46601941747572817
13812,0.4273877017008286
13813,0.3536693191865606
13815,0.4541586073500967
13820,0.3431111111111111
13825,0.5003270111183781
13827,0.4519966015293118
13830,0.41354145550375027
13832,0.512249443207127
13833,0.4375145450314173
13835,0.4765564950038432
13838,0.4643574297188755
13839,0.47763457164518575
13841,0.47619047619047616
13842,0.32786885245901637
13843,0.3629417382999045
